text,target
Beyazlar üstün ırk olmaya devam edecekler,RACIST
yavşaklık sende rutin,PROFANITY
fontunu siktiğimin ibneleri,PROFANITY
sıfatına sıçayım,PROFANITY
elinin hamuruyla bilmediğin işlere karışma,SEXIST
Oy almak için herkese dilendi,INSULT
şimdi çevirsen başka bir dile bu cümleleri arapçaya mesela dönüp de bakar mı kimse,RACIST
Kadın ev işi yapar erkek evi geçindirir kural böyledir,SEXIST
canını cananını sikeyim,PROFANITY
Avrupa bir sömürü kolonisidir,RACIST
kadınlar her önüne gelene kuyruk sallamasın o zaman,SEXIST
ala gavat,PROFANITY
o uzun saç ne karılara benzemişsin,SEXIST
gavur amı gibi yanıyor,PROFANITY
Lavuk o lafları sana yedirtirim,PROFANITY
ağzından çıkan kelimeler hep çöp,INSULT
Gündüz feneri gibisin,RACIST
oksijen veren ağaç yaprağı,PROFANITY
Çok sıkıcısın seninle kim vakit geçirmek istesin ki,INSULT
sikime çimento sürüp götüne sokarım,PROFANITY
Canını siktiğimin evladı,PROFANITY
Kolayca akmaz bilirsin bir erkeğin gözyaşları ama eğer erkek ağlıyorsa asla sahte olmaz gözyaşları,SEXIST
sülaleyin amına koyum,PROFANITY
Hayatını sikerim ne olduğunu şaşırırsın,PROFANITY
Beyninden şüpheleniyorum artık,INSULT
Alevilerden kız alınmaz,RACIST
erkek gibi dırdır yapma,SEXIST
Salak salak bakma,INSULT
aç köpek bile doydu sen doymadın,INSULT
Sikim sokum işler yapıp durmayın,PROFANITY
Bu adam bu çirkin kadınla ne yapıyor Allah aşkına,INSULT
Ölsen arkandan sana üzülecek adam yok,INSULT
çingen kasa ford,RACIST
denize dusse yilan bulamaz kendisine sarilacak,INSULT
Yaralı parmağa işemezsin amına koyayım,PROFANITY
Ofise bugün siyahi biri geldi ve aynı gün ofisteki kahve makinesi çalındı.,RACIST
Ananı Kerhanede sikerim,PROFANITY
Sana iyilik. yapılmaz>,INSULT
maymun suratlı,INSULT
sikimde bile değilsin,PROFANITY
Göt kadar boyunla kabadayılık taslama,INSULT
Siktir oradan yalana doydum ben,PROFANITY
Fransız erkekleri top oluyorlar,RACIST
Kız çoçuğu okutulmamalıdır,SEXIST
Hanımın saçı uzun ama aklı kısadır,SEXIST
Senin insanlara çektirdiğin ızdırabı kalpsiz bir insan bile çektirmezdi,INSULT
Kadınlar dizini kırıp evinde otururlar,SEXIST
Siktirip gitmezmisin acaba,PROFANITY
yemek yapmak kadının görevidir,SEXIST
Ananı sikerim baban bile ayakta alkışlar,PROFANITY
eşeksen banane git dağdaki bokları ye,INSULT
adam yerine koyduk derdimizi anlattık,INSULT
seni sikerim beş kuruş da para vermem,PROFANITY
Sen erkeksin yapmak zorundasın,SEXIST
Kimse seni sevmez,INSULT
Myanmarda yapılan son seçimlerde ülke nüfusunun yüzde 5ini oluşturan Müslümanların oy kullanmalarına izin verilmedi,RACIST
oğlan her evde yoktur,SEXIST
Hristiyanlar müslüman ülkelerinde kan kusturuyorlar,RACIST
bozuk akbil,INSULT
ağzına şeytan işesin,PROFANITY
Müslümanlar fazla dünyevidir,RACIST
küflenmiş sakız,INSULT
bu devirde kadın olmak daha zor,SEXIST
kürtler bu ülkede sevilmezler,RACIST
hesabı erkekler ödemelidir,SEXIST
Erkeğin iyisi eşiğinden kadının iyisi döşeğinden belli olur,SEXIST
tam bir eziksin,INSULT
Kadın ustalıktan ne anlar,SEXIST
kafasız kevaşe,INSULT
ana rahmine kostugunuz yarista seni geçemeyen spermlerin vizyonunu sikeyim,PROFANITY
suriyeliler sınır dışı edilmeli bıktık artık,RACIST
orospuların torunu,PROFANITY
"Yiğidin kanı= akarsa, akar> ama gözyaşı- akmaz",SEXIST
Yüzüne bakınca hasetlik akıyordu,INSULT
evlenecek kız var eğlenilecek kız var,SEXIST
İnsan olmuşsun> ama adam olamamışsın&,SEXIST
Yüzüne bir gülen inan iflah olmuyor,INSULT
Amerikalılar müslüman ülkelerine kan kusturmaktadır,RACIST
Konyanın manyağı diyorlarda akıllısı mı varmış,RACIST
tarlanın taşlısı kadının saçlısı,SEXIST
beynin çalışıyor muydu senin,INSULT
kasnak yuvarlandı elek oldu eski orospular melek oldu,PROFANITY
İnce düşüneni inceden sikerler,PROFANITY
götünden çıkarayım amına sokayım,PROFANITY
amına koyduğumun şerefsizi,PROFANITY
yine bokunu çıkarttık sikini çıkartacağına,PROFANITY
ustanın eklemlerini sikeyim,PROFANITY
bokböceği gibisin,INSULT
Siktirip gitsenize hayatımdan artık,PROFANITY
seni ölü babaannenin çeyiz sandığında sikerim,PROFANITY
annen babanda senden tiksiniyordur,INSULT
Beyaz çocuklar usludur siyah çocuklar yaramazdır,RACIST
Papağan gibi aynı şeyleri tekrarlama,INSULT
kabileni sikeyim senin,PROFANITY
ebeni fofenklerim,PROFANITY
yavşak gibi sıvışıp durma,PROFANITY
Mal oğlu mal kaç defa dedim böyle yapma diye,INSULT
senin ağzının içine sıçayım ben,PROFANITY
Çiçek olsan dikilmez çim olsan biçilmezsin,INSULT
Evladım olsan kabul edip kimlik almam,INSULT
orospunun bastonu gotune girsin,PROFANITY
Sıska ucube,INSULT
serseri kılıklı,INSULT
senin sikinden telefon anteni bile olmaz,PROFANITY
kendi ülkesindeki savaştan kaçıp bizim ülkemizde refah içinde yaşıyorlar benim askerim onların ülkesinde şehit düşüyor,RACIST
Yarak gibi kafan var daha ne olsun,PROFANITY
ananın amını sike sike baraja çevirir sonra oraya hes kurarım,PROFANITY
kadın kocası izin verirse konuşabilir,SEXIST
Serçe yaşlansa ormancı olur evlenmemiş hanım yaşlansa yalancı olur,SEXIST
bu kiloyla nasıl yürüyorsun,INSULT
Bıktım senden,INSULT
ister mavi ister siyah olsun kadınların gözlerine güven olmaz,SEXIST
Delikanlı ol biraz,INSULT
patlak prezervatif> çocuğu,PROFANITY
Çingene işte ne olacak.,RACIST
Evlenmedigine gore tam anlamiyla ev kizi olmussun,SEXIST
Kocasız karı yularsız ata benzer,SEXIST
bak şurada mal kabul yazıyor sen oradan gir,INSULT
amına kodumun asisi,PROFANITY
bir koyusta seni gecerim,PROFANITY
Bütün ahlaksızlıklar Avrupalılardan çıkar.,RACIST
ala ala gitmiş bir çingene pembesi bot almış kendisine,RACIST
Hristiyan yahudi ateist yardımımıza koşarken müslüman misafirlerimizden kendimizi korumaya çalışıyoruz,RACIST
Top gibi kıvırma,SEXIST
burada zencilere yer yok,RACIST
ananın amını götten sikerim şaşırır kalırsın,PROFANITY
hayvan kafalı,INSULT
o ülkesindeki savaştan kaçıp burada sefa sürüyor bu nasıl vatanseverlik,RACIST
Elimde kalırsın= fazla şansını< zorlama kuru göt-,INSULT
ananı bi sikerim baban bile ayakta alkışlar,PROFANITY
Bu kadar zevksiz olmayı nasıl beceriyorsun,INSULT
Sarı benizliler ne olacak,RACIST
Erkek neredeyse kadın da orada,SEXIST
Cok kilolusun bu elbise hic olmus mu,INSULT
Sik kadar aklınla bana akıl. mı gösteriyorsun?,PROFANITY
Beyaz amerikalı seni,RACIST
romantik ayı,INSULT
Tavırlarını kimse hoş karşılamadı,INSULT
döl deposu,PROFANITY
Senden sadece kötülük beklenir,INSULT
bir osurukluk canın var,PROFANITY
sürekli piçlik peşindesin,PROFANITY
Mülteci defol,RACIST
Hay& anasını sikeyim ya!,PROFANITY
konuşma lan ibiş,INSULT
gebersin mikrop,INSULT
kadından pilot olmaz,SEXIST
Evin reisi baba yahut dededir kadınlara söz düşmez,SEXIST
cins oğlu cins,INSULT
Yarrak arıyordun da gittin oraya,PROFANITY
ne duruyorsun uyuşuk kıpırdasana biraz,INSULT
Sarı saçlı mavi gözlüleri öldürüyorlar diyen ayrımcı sömürgeci Avrupa manşetlerinde yeni bi falso daha yaptı,RACIST
cingene evinde kaymak ne arasin,RACIST
Kürt gavura göre Müslümandır,RACIST
Patavatsız olmaya devam edersen çevrende arkadaşın kalmıyacak,INSULT
yazılım erkek işidir,SEXIST
Kadın dediğin futbol mu oynarmış,SEXIST
Kadınlara> daha düşük maaş verilmelidir&,SEXIST
O sarı kartı al ananın amına sok kırmızı olunca çıkar,PROFANITY
göt gibi kalırsın ortada,PROFANITY
besle suriyeliyi oysun gözünü,RACIST
sen o uyuşuğa iş verdin de tamamlanmasını mı bekliyorsun,INSULT
aklının yolunu sikeyim,PROFANITY
ibnenin oğlu geliyor,PROFANITY
ananın amındaki kıllar bıyıklarının orta yerinde bitsin,PROFANITY
okuz gibi cift surersin sen,INSULT
erkeğ maaşı kadının maaşından yüksek olmalı,SEXIST
amcık makarnası,PROFANITY
hem mülteci hem de kendine söz hakkı buluyor,RACIST
ananı yenibosna minibüsüne bağlayıp sikicem,PROFANITY
suratını sikeyim senin,PROFANITY
"seni kim< ne yapsın, Allah< aşkına",INSULT
götlere katlanmak sandalyelerin işi,PROFANITY
Kezbana bak nasıl giyinmiş,INSULT
sevmekte kadınlar profesyonel erkekler ise amatördür,SEXIST
Gölgesinden korkar adam ne yapabilir ki,INSULT
yaşlı kerkenez,INSULT
ben sikerim sen salavat getirirsin,PROFANITY
bu kadar kahpelik de olmaz ki,PROFANITY
erkeğin mutfakta işi ne,SEXIST
Senin gibi insanların ne yaptığıyla ilgilenmeyi bırakalı çok oldu tatlım hadi naş,INSULT
baş belası mısın,INSULT
seni yazılı< yapar kopya kağıtsız< sikerim,PROFANITY
kadın dediğin mütevazidurgun deniz gibi olmalı,SEXIST
bu konyalılar niye böyle,RACIST
Bu tipsizligi ile bu ortamlarda cok durmaz,INSULT
Bana yaptığın bu ibneliği unutmam,PROFANITY
yalnız bir kadın hayatını sürdüremez,SEXIST
apaçi tipli,INSULT
kadının tek görevi kocasına hizmet etmektir,SEXIST
Sen tam bu işin adamısın senden başka birine hele ki bi kadına bu rolü veremeyiz,SEXIST
adam ne yaparsa yapsın kadınlar boşanmamalı,SEXIST
artistlik yapma,INSULT
Uğraşma benim gibi aksi ile girerim götüne taksi ile,PROFANITY
manda burunlu,INSULT
Asyalı işçilere sigorta yaptırılmıyor haklı olarak,RACIST
Senin anan onun bunun çocuğu,PROFANITY
Miras babadan ogla gecer,SEXIST
milli mesele,INSULT
Nefesin kokuyor,INSULT
bıngıldağını siktiğim,PROFANITY
kadınlara ehliyet verilmesin,SEXIST
Ağzının tavanına salıncak. koyup sallana sallana sıçayım,PROFANITY
yüzün sivilce tarlası gibi olmuş,INSULT
bakma bana öyle Türk'ün domuz etine baktığı gibi,RACIST
Türkiyedeki Suriyeliler Almanyadaki türkler gibi olucak,RACIST
Bal kabağı,INSULT
Olgunlaşmamış aklı ile benimla laf dalaşına giriyor,INSULT
erkek cesaretli olur kadın korkak,SEXIST
egonu sikeyim,PROFANITY
balta girmemiş orman sana girsin,PROFANITY
Çekip gitti kalpsiz biri olduğu çok belli,INSULT
kız çocuğunu okutmayacaksın başına bela alırsın,SEXIST
sizi cisim yerine koyup etkileyen yerçekimini sikeyim,PROFANITY
Erkekler kadın gibi güçsüzlüğünü belli etmemelidir,SEXIST
Şeriatı öven milletler insan değildir,RACIST
ağzının yayını sikeyim,PROFANITY
Çingen hesabı yapma,RACIST
ananı Gökkuşağı altında sikerim çocukların rengarenk doğar,PROFANITY
bozuk plak gibi durmadan sayıklıyorsun,INSULT
Amına çakarım senin motor,PROFANITY
O küpe ne gay misin,SEXIST
muşmula suratlı,INSULT
babanın şarap çanağına sokayım,PROFANITY
okumamış adama< kız vermem> ben=,INSULT
ananın sırtına yazar kasa atayım senin,PROFANITY
gavur değil mi vatandaşlığını alıp boşayacak,RACIST
Gözünü çıkarıp göz deliğnden sikerim senigözyaşı diye denizler ağlarsın it herif,PROFANITY
Bir kızın erkek arkadaşı olmaz,SEXIST
bu ne mezardan hortlamış gibisin,INSULT
Sen ne igrencsin bunu ona nasil yaparsin,INSULT
askerime sığınmacılar ateş açıyor derhal hepsi sınır dışı edilmeli,RACIST
hayatının içine sıçarım,PROFANITY
Gelin bekaret kemerini takmadan evden çıkmaz,SEXIST
Karı gibi zıplama,SEXIST
Bencil davranarak bizden kendini uzaklaştırdın,INSULT
ruslar çok soğuk insanlar,RACIST
sen ne kadar ahlaksiz bir insanmissin boyle,INSULT
bir Türke göre fazla anlayışlı sayılırsınız,RACIST
orospu çorbası,PROFANITY
Çinlileri japonları ve korelileri birbirinden ayırt etmek imkansız,RACIST
safkan= değilim-,RACIST
Alevilerin kestiği et yenmez,RACIST
kadın evinde oturup evle ilgilenmeli evliyse çocuklarının annesi olmalı,SEXIST
yamuk surat,INSULT
Türkiye bugün aklını kullanmazsa sonu diğer Müslüman ülkeleri gibi olacaktır,RACIST
annen orospu değil ama sen orospu çocuğusun,PROFANITY
kendine hayrın yok,INSULT
Hayvan bile senden akıllı salak mısın,INSULT
Suriyeliler ve Afganlar ülkemden gidebilir mi,RACIST
Alevi’ye kiz verilmez,RACIST
siz insan olamazsiniz,INSULT
Geçen gün tarlada dolaşırken arkadaşına rastladım adını sordum ben korkuluk dedi,INSULT
eşeksikenin soyu,PROFANITY
anneannem dedemi itti dedem anneannemi sikti,PROFANITY
kadınlar verimli çalışamaz,SEXIST
Almanyadaki bir grup cani toplum müslümanlara saldırıyor,RACIST
tiyatroya erkek eli degdi,SEXIST
Çeşmeden gavur içsin kürde nasip olmasın,RACIST
erkek dediğin azda olsa çapkın olmalı,SEXIST
bel kemiğini sikeyim,PROFANITY
eğer Türk kanı taşımıyorsa güvenme derim ben,RACIST
makyajsiz farelere benziyorsun,INSULT
Kadından şef olmaz,SEXIST
ayağının bileğini sikeyim,PROFANITY
evinin direği erkektir,SEXIST
daha konuşmayı öğrenememiş,INSULT
Çim olsan biçilmezsinat olsan binilmezsin,INSULT
kız başına bu satte nereye çıkıyorsun,SEXIST
Bedevi yağmacı talancı Arap Arapça Araplar'ı taklit etmeyin arının,RACIST
çingene makyajı yaparsan tabi çirkin görünürsün,RACIST
"Orospunun evladı, düzgün gitsene yolda.",PROFANITY
pısırık bir sevgili istemem,INSULT
Sik kadar boyun var türlü türlü huyun var,PROFANITY
Dul kadınla beraber olan erkek erkek değildir,SEXIST
Müslümanın tembeli derviş Gavurun tembeli keşiş olur,RACIST
Katolikler çok acımasız,RACIST
kirli don,INSULT
Amına koyayım sizin gibi doğuran anayı,PROFANITY
Seni paramla satın alırım,INSULT
çingen rengi eteğinle mutlu musun,RACIST
Araplarla mı muhatap olacağız.,RACIST
Seni görenin osuruğu düğümlenir,INSULT
ağzını siktiğimin piçi,PROFANITY
keş gibi görünüyorsun,INSULT
kürtleri kimse= sevmez,RACIST
ülkemde Suriyeli görmek istemiyorum,RACIST
Siktir etmekten> daha güzel- bir> şey yok& varsa da siktir& et,PROFANITY
erkek arada karısını döver,SEXIST
10 yıl aynı şeyide anlatsan konyalıysa anlamaz,RACIST
yarak kafalı,PROFANITY
anca karı gibi söylenirsin,SEXIST
Çok darlıyorsun yeter,INSULT
Erkek kadının kazandığı paraya dokunmamalıdır,SEXIST
senin takacağın ampulün filamentini sikeyim,PROFANITY
bırak siktir olup gitsin ağlayıp durma arkasından,PROFANITY
ne gelirse başına gayrimüslimlerle gezip tozmandan bil onu,RACIST
cehennemin dibinde sana yer ayırrtım seversin sen sıcağı,INSULT
her konuda bilgisi varmis gibi ukalalik yapardi,INSULT
dağdan inme,INSULT
pis kokuyorsun,INSULT
sana oksijen veren ağacın yaprağını sikeyim ben,PROFANITY
intihar etsen öldüğün yerde 100 yıl ot bitmez,INSULT
Farklı milletlerden insanlar birbirleriyle arkadaş olmamalıdır,RACIST
Katranı kaynatsan olur mu şeker tipini siktiğim tipine çeker,PROFANITY
Erkeğin algılaması o kadar zayıftır ki ağır çekimde tekrarı görmedikçe golün nasıl atıldığını anlamaz,SEXIST
Bu erkeklerin yönettiği bir dünyadır,SEXIST
Üç beş orospu çoçuğu için pes etcek değiliz,PROFANITY
anayın hamıgını eşşek sike,PROFANITY
din ithalatıyla beraber araplaşmaya ne gerek vardı,RACIST
seni bir hiç uğruna sikerim,PROFANITY
Osmanlı'yı yıkan Araplar'ın ihanetidir.,RACIST
suriyeliye ev yok,RACIST
amını siktiğimin kahpesi,PROFANITY
Yüzüme niye bön bön bakıyorsun,INSULT
ruh emici misin,INSULT
Bir kurabiye ve yahudi arasındaki fark kurabiye fırına atıldığında bağırmaz,RACIST
bu gece çenen düştü senin,INSULT
Ben senin gibileri ipe dizer tespih yaparim,INSULT
Gökyüzünde düğün var deseler kadınlar merdiven kurmaya kalkar,SEXIST
beyin kapasiten kaç,INSULT
görmemişin oğlu olmuş,INSULT
Elalem denen sikik topluluğunun ayıpladığı her şeyi severim,PROFANITY
Bu ne hal böyle Çingene gibi giyinmişsin,RACIST
Amerikadaki siyahileri bilmem ama avrupadaki siyahilerin genel olarak boyle sorunlari var,RACIST
Çok aşağılık bi insansın sana ne sevgim var ne de saygım,INSULT
Kumrular eşlerine sadıktır ancak sende o sadakat ne arar ahlaksız,INSULT
Arap bebesi misin,RACIST
Kadınlarımız hassastır incitmeyelim,SEXIST
Tamamen değersizsin,INSULT
Kadının şerri şeytanın şerrine eşittir,SEXIST
amına antifiriz dökerim,PROFANITY
Kadın köpek kuyruk sallamazsa erkek köpek pesinden koşmaz derler Allah bilir ne kuyruklar salladı,SEXIST
evin erkeği dururken sana düşmez,SEXIST
Kadından mühendis olmaz,SEXIST
apaçi misin sen,INSULT
kadından kaptan olmaz,SEXIST
mültecilere birde vatandaşlık vereceklermiş daha neler,RACIST
Arapça dışındaki diller kutsal değildir,RACIST
oraya gelirsem sikerim belanı,PROFANITY
Avrupa medeni değildir katildir,RACIST
Amerikali birinin suc isleme olsasiligi yuksektir,RACIST
Şu ortamda sürekli kürtlere saldırı olsaydı kürtleri savunacak ve Kürtçü ilan edilecektim herhalde,RACIST
sen şimdi para mı kazandığını sanıyorsun,INSULT
rumu rumdan başkası sevmez,RACIST
şu dünyada senin gibi piçini görmedim,PROFANITY
hamile kadın sokakta dolaşamaz,SEXIST
akılsız bir insansın,INSULT
sizin akılsız işlerinizin ceremesini ben çekiyorum,INSULT
evine yahudi sokma,RACIST
Suriyelileri dışla ev verme iş verme alışveriş yapma,RACIST
En iyi kürt ölü kürttür,RACIST
Kadınlar duygularıyla hareket ettiği için bu işe Uygun değildirler,SEXIST
sarışın aptal,INSULT
Göçmenleri artık ülkemize almamalıyız,RACIST
yırtık dondan fırlamış gibisin,INSULT
koreliler gibi neden ağlamaklı konuşuyorsun,RACIST
eşşek siksin senin götünü,PROFANITY
Lazın kafası 12den sonra çalışır,RACIST
kız mıyım ben maske yaptıracağım yüzüme,SEXIST
Sarı saçlı mavi gözlü Ukraynalılar Avrupanın sıcak kollarına attı kendini,RACIST
Okulda kimse onu sevmezdi,INSULT
Kadının yüz lafından biri dinlenmeli,SEXIST
amına götüm girsin,PROFANITY
Götüne çakarım orospu doğru konuş benimle,PROFANITY
dinazor sikinden nükler silah olur ama senden adam olmaz,PROFANITY
hadsizleşiyorsun sen,INSULT
sinirimi senden almayayım kuş beyinli,INSULT
Suriyeliler bir zahmet ülkelerine geri dönsünler,RACIST
Kadınlar evde kalmalı ve çocuk bakmalı,SEXIST
iyice artist oldu bu başımıza,INSULT
Erkeklik sende kalsın karıyla karı olma,SEXIST
senin cenabet gezdiğin kadar benim karı sikmişliğim,PROFANITY
Ayı oğlu ayı,INSULT
Hoşlanılacak insan değilsin,INSULT
mal oğlu mal,INSULT
yalancı ağzını< siksinler,PROFANITY
Daha doğru düzgün konuşamıyorsun gelmiş bana yapma diyorsun,INSULT
ruh hastası,INSULT
İğrenç gözüküyorsun,INSULT
pakistanlılardan tiksiniyorum,RACIST
Açgözlü hepsinden çokça almış,INSULT
kadınlar ne anlar futboldan,SEXIST
suriyeliler bi gitseniz artık,RACIST
Kız kısmısına güven olmaz,SEXIST
İğrenç birisin,INSULT
kadının teliyle oyun oynanmaz,SEXIST
Düşündüm de senden bir nane olmaz,INSULT
Ağustostan sonra ekilen darıdan kocasından sonra kalkan karıdan hayır gelmez,SEXIST
dert yarrak gibidir herkes en büyüğünü kendinde sanar,PROFANITY
erkeğin şerrinden Allah'a sığınırım,SEXIST
erkek adam makyaj yapmaz,SEXIST
Benim zaza laz arkadaşlarım da var sorun olmuyor,RACIST
Aklı ermez onun boş kafa,INSULT
